order_item_id,order_id,category,quantity,item_price
19618,7809,Sports,2,281.8
19619,7809,Books,2,186.31
19620,7809,Books,1,173.06
19621,7809,Toys,3,212.33
19622,7810,Beauty,2,618.61
19623,7810,Books,2,460.59
19624,7811,Grocery,2,215.33
19625,7812,Home & Kitchen,3,1593.78
19626,7813,Beauty,2,1472.82
19627,7814,Home & Kitchen,3,542.04
19628,7814,Toys,3,598.73
19629,7815,Toys,3,918.59
19630,7815,Electronics,1,790.19
19631,7815,Electronics,3,473.88
19632,7816,Sports,2,677.41
19633,7816,Books,1,341.35
19634,7816,Beauty,1,459.64
19635,7816,Books,2,741.2
19636,7817,Books,2,152.04
19637,7817,Toys,3,140.55
19638,7817,Beauty,3,121.99
19639,7817,Electronics,1,195.93
19640,7818,Home & Kitchen,3,357.77
19641,7818,Toys,3,460.41
19642,7819,Beauty,1,406.8
19643,7819,Home & Kitchen,1,319.5
19644,7819,Home & Kitchen,1,505.42
19645,7819,Books,1,359.01
19646,7820,Toys,1,1320.79
19647,7821,Electronics,3,638.19
19648,7821,Sports,1,459.76
19649,7821,Home & Kitchen,3,879.23
19650,7822,Sports,1,430.21
19651,7822,Electronics,3,272.62
19652,7823,Home & Kitchen,1,298.11
19653,7823,Books,2,354.32
19654,7823,Books,3,325.69
19655,7823,Books,2,481.34
19656,7824,Sports,2,1951.13
19657,7825,Grocery,2,806.2
19658,7825,Beauty,2,892.91
19659,7826,Toys,2,314.18
19660,7826,Toys,2,325.21
19661,7826,Electronics,3,299.4
19662,7827,Sports,2,240.25
19663,7827,Fashion,3,286.91
19664,7827,Fashion,3,157.6
19665,7828,Grocery,1,639.25
19666,7828,Toys,1,538.32
19667,7829,Fashion,2,449.27
19668,7829,Books,2,386.05
19669,7830,Grocery,2,201.65
19670,7830,Sports,1,333.12
19671,7830,Grocery,1,226.13
19672,7830,Toys,3,160.99
19673,7831,Beauty,2,1563.19
19674,7832,Grocery,3,86.19
19675,7832,Books,3,100.77
19676,7832,Grocery,1,123.55
19677,7833,Electronics,2,265.55
19678,7833,Sports,2,357.78
19679,7833,Sports,1,348.34
19680,7834,Sports,3,671.77
19681,7834,Grocery,2,897.71
19682,7834,Toys,2,1017.98
19683,7835,Beauty,2,321.95
19684,7835,Beauty,1,585.16
19685,7835,Home & Kitchen,1,392.38
19686,7836,Home & Kitchen,1,661.96
19687,7836,Fashion,1,643.04
19688,7837,Home & Kitchen,2,722.44
19689,7837,Sports,3,638.91
19690,7838,Books,3,876.26
19691,7838,Books,2,465.26
19692,7838,Toys,2,689.85
19693,7839,Toys,1,1069.06
19694,7840,Electronics,3,823.09
19695,7841,Electronics,3,733.73
19696,7841,Grocery,2,861.49
19697,7841,Home & Kitchen,2,551.25
19698,7842,Beauty,2,958.64
19699,7842,Sports,2,1043.62
19700,7843,Books,1,1176.39
19701,7844,Sports,2,602.13
19702,7844,Home & Kitchen,2,1211.01
19703,7845,Grocery,2,2402.1
19704,7846,Sports,2,217.71
19705,7846,Electronics,3,284.69
19706,7846,Toys,1,262.04
19707,7846,Grocery,1,438.12
19708,7847,Electronics,3,335.4
19709,7848,Books,1,867.72
19710,7849,Beauty,3,1093.2
19711,7849,Electronics,2,886.97
19712,7849,Fashion,1,903.91
19713,7850,Home & Kitchen,1,861.81
19714,7850,Electronics,1,835.33
19715,7851,Beauty,2,1203.94
19716,7852,Beauty,1,1062.79
19717,7853,Electronics,2,2443.52
19718,7854,Fashion,3,451.26
19719,7854,Beauty,3,561.79
19720,7854,Toys,1,583.79
19721,7855,Fashion,1,474.62
19722,7855,Grocery,2,600.0
19723,7855,Home & Kitchen,3,539.84
19724,7855,Beauty,2,420.96
19725,7856,Beauty,2,490.89
19726,7856,Books,2,558.35
19727,7856,Grocery,1,1157.61
19728,7857,Electronics,1,575.79
19729,7857,Books,3,342.16
19730,7857,Fashion,1,433.22
19731,7858,Electronics,3,238.35
19732,7858,Electronics,1,187.84
19733,7858,Fashion,2,211.44
19734,7858,Books,3,142.1
19735,7859,Beauty,2,3041.76
19736,7860,Beauty,1,694.23
19737,7860,Toys,1,865.86
19738,7861,Sports,1,1545.53
19739,7862,Beauty,1,523.8
19740,7862,Books,3,279.53
19741,7862,Grocery,1,419.71
19742,7862,Toys,3,547.59
19743,7863,Electronics,1,569.73
19744,7863,Home & Kitchen,1,373.27
19745,7863,Toys,2,452.11
19746,7863,Toys,2,394.21
19747,7864,Home & Kitchen,1,696.21
19748,7864,Toys,2,690.94
19749,7864,Fashion,3,420.44
19750,7865,Books,3,966.5
19751,7866,Grocery,1,697.56
19752,7866,Books,3,623.17
19753,7866,Grocery,2,923.03
19754,7867,Books,2,2554.96
19755,7868,Toys,3,402.32
19756,7868,Sports,3,444.57
19757,7868,Books,3,583.02
19758,7869,Toys,2,2061.27
19759,7870,Books,3,693.04
19760,7870,Books,3,823.38
19761,7870,Books,3,713.62
19762,7871,Books,3,396.09
19763,7871,Electronics,1,391.18
19764,7871,Books,1,683.15
19765,7872,Books,3,511.05
19766,7872,Beauty,2,427.31
19767,7872,Grocery,1,418.13
19768,7872,Home & Kitchen,2,253.12
19769,7873,Fashion,3,376.52
19770,7873,Toys,2,410.78
19771,7873,Fashion,2,407.62
19772,7874,Sports,1,551.27
19773,7874,Books,1,826.54
19774,7874,Sports,3,947.1
19775,7875,Fashion,2,331.87
19776,7875,Beauty,3,282.01
19777,7875,Books,2,263.02
19778,7876,Home & Kitchen,2,733.7
19779,7876,Books,3,706.52
19780,7876,Home & Kitchen,3,437.94
19781,7877,Books,1,599.41
19782,7877,Home & Kitchen,1,445.15
19783,7878,Electronics,2,680.41
19784,7878,Toys,1,1212.67
19785,7879,Home & Kitchen,2,174.71
19786,7879,Fashion,2,178.38
19787,7879,Grocery,3,134.46
19788,7879,Books,3,183.27
19789,7880,Fashion,2,746.54
19790,7880,Fashion,1,603.22
19791,7880,Home & Kitchen,3,663.16
19792,7881,Fashion,1,690.8
19793,7881,Sports,1,704.95
19794,7881,Books,2,622.41
19795,7882,Toys,1,2493.83
19796,7882,Sports,3,1723.44
19797,7883,Sports,1,1653.12
19798,7883,Books,2,1760.16
19799,7883,Home & Kitchen,3,1158.03
19800,7884,Electronics,2,5851.63
19801,7885,Beauty,2,661.86
19802,7885,Electronics,3,464.68
19803,7885,Home & Kitchen,3,818.36
19804,7885,Toys,3,611.25
19805,7886,Grocery,2,1157.93
19806,7886,Sports,2,858.57
19807,7886,Toys,3,1175.61
19808,7886,Beauty,3,595.07
19809,7887,Electronics,3,1413.12
19810,7887,Home & Kitchen,2,2369.69
19811,7888,Sports,3,700.19
19812,7888,Electronics,2,1281.94
19813,7888,Beauty,3,1058.44
19814,7889,Books,1,2714.18
19815,7890,Beauty,1,3728.4
19816,7891,Home & Kitchen,2,1133.92
19817,7891,Fashion,3,895.59
19818,7891,Home & Kitchen,1,1586.22
19819,7892,Sports,3,1765.91
19820,7892,Sports,1,3215.78
19821,7893,Electronics,3,1782.16
19822,7893,Home & Kitchen,1,2787.35
19823,7894,Beauty,2,1364.67
19824,7894,Grocery,1,833.22
19825,7895,Beauty,1,2950.44
19826,7896,Sports,3,967.48
19827,7896,Electronics,1,980.55
19828,7896,Sports,3,493.86
19829,7896,Fashion,1,677.47
19830,7897,Home & Kitchen,3,1585.37
19831,7897,Fashion,1,1663.66
19832,7898,Electronics,1,1286.22
19833,7899,Books,2,368.63
19834,7899,Home & Kitchen,2,365.07
19835,7900,Books,2,587.23
19836,7900,Toys,2,509.47
19837,7901,Books,2,841.82
19838,7901,Electronics,1,783.92
19839,7901,Electronics,1,794.2
19840,7902,Sports,2,1730.13
19841,7903,Toys,2,266.68
19842,7903,Sports,2,357.05
19843,7903,Fashion,1,523.88
19844,7903,Home & Kitchen,1,343.52
19845,7904,Beauty,1,293.28
19846,7904,Home & Kitchen,2,413.32
19847,7904,Books,2,385.98
19848,7904,Sports,2,461.98
19849,7905,Grocery,3,520.25
19850,7905,Electronics,3,690.17
19851,7906,Fashion,3,877.81
19852,7906,Fashion,2,595.08
19853,7906,Fashion,3,536.6
19854,7907,Beauty,2,1156.95
19855,7908,Sports,1,1289.59
19856,7909,Beauty,2,619.21
19857,7909,Sports,3,991.89
19858,7910,Books,3,537.91
19859,7910,Toys,2,462.0
19860,7910,Fashion,1,298.04
19861,7911,Beauty,2,863.19
19862,7911,Beauty,3,659.32
19863,7911,Grocery,1,512.21
19864,7912,Home & Kitchen,3,1472.64
19865,7913,Toys,3,2519.03
19866,7914,Grocery,1,359.71
19867,7914,Grocery,1,356.47
19868,7914,Fashion,2,337.85
19869,7915,Home & Kitchen,2,550.72
19870,7915,Toys,3,1016.96
19871,7916,Beauty,1,1144.28
19872,7916,Sports,3,657.64
19873,7917,Home & Kitchen,1,370.24
19874,7917,Fashion,2,583.15
19875,7917,Fashion,1,447.87
19876,7917,Home & Kitchen,2,598.46
19877,7918,Electronics,1,1619.49
19878,7919,Home & Kitchen,3,2217.46
19879,7920,Fashion,2,512.42
19880,7920,Beauty,2,373.9
19881,7920,Fashion,2,456.7
19882,7921,Beauty,1,1825.64
19883,7922,Electronics,1,484.04
19884,7922,Fashion,2,480.73
19885,7922,Sports,2,535.14
19886,7923,Sports,2,1387.17
19887,7924,Electronics,1,314.08
19888,7924,Home & Kitchen,1,222.85
19889,7924,Electronics,1,190.89
19890,7924,Fashion,2,301.33
19891,7925,Grocery,1,2181.53
19892,7926,Grocery,2,1056.36
19893,7926,Sports,3,953.44
19894,7926,Books,1,703.45
19895,7927,Home & Kitchen,3,1178.87
19896,7928,Beauty,2,891.01
19897,7928,Fashion,1,595.75
19898,7928,Fashion,3,675.64
19899,7929,Electronics,3,631.15
19900,7929,Home & Kitchen,1,619.86
19901,7929,Fashion,1,615.54
19902,7929,Beauty,2,433.19
19903,7930,Beauty,1,462.34
19904,7931,Books,3,821.02
19905,7931,Grocery,2,607.24
19906,7931,Beauty,1,659.79
19907,7932,Fashion,2,1041.17
19908,7933,Toys,3,1572.6
19909,7934,Home & Kitchen,3,863.11
19910,7934,Beauty,3,982.27
19911,7935,Grocery,1,2031.68
19912,7936,Grocery,1,1252.86
19913,7936,Toys,2,1285.83
19914,7937,Electronics,2,213.91
19915,7937,Sports,1,190.18
19916,7937,Fashion,3,165.45
19917,7938,Toys,2,447.28
19918,7938,Fashion,3,693.35
19919,7938,Electronics,2,802.37
19920,7939,Beauty,1,531.53
19921,7939,Fashion,3,1016.84
19922,7940,Fashion,3,424.38
19923,7940,Toys,1,392.96
19924,7940,Sports,2,566.36
19925,7941,Electronics,1,842.32
19926,7942,Books,2,553.27
19927,7942,Electronics,3,325.88
19928,7942,Fashion,1,544.41
19929,7942,Beauty,2,450.36
19930,7943,Beauty,1,1421.1
19931,7944,Home & Kitchen,2,1684.45
19932,7945,Electronics,1,1622.56
19933,7946,Beauty,3,441.98
19934,7946,Sports,2,692.53
19935,7947,Sports,3,261.07
19936,7947,Books,1,286.98
19937,7947,Grocery,1,315.43
19938,7948,Electronics,1,555.29
19939,7948,Toys,1,379.53
19940,7948,Fashion,2,449.72
19941,7949,Sports,3,1203.31
19942,7949,Toys,3,748.39
19943,7950,Grocery,2,341.1
19944,7950,Books,3,304.8
19945,7950,Electronics,2,314.79
19946,7950,Toys,1,254.41
19947,7951,Toys,1,387.4
19948,7951,Books,1,548.82
19949,7951,Home & Kitchen,2,831.91
19950,7952,Books,2,455.28
19951,7952,Toys,2,270.21
19952,7952,Home & Kitchen,1,474.37
19953,7953,Beauty,3,293.1
19954,7953,Fashion,1,288.18
19955,7953,Grocery,1,365.3
19956,7953,Beauty,3,458.67
19957,7954,Fashion,3,752.27
19958,7954,Grocery,2,1119.23
19959,7955,Electronics,3,351.67
19960,7955,Beauty,2,346.1
19961,7955,Toys,2,236.77
19962,7956,Fashion,3,416.08
19963,7956,Fashion,1,334.86
19964,7956,Electronics,2,277.24
19965,7956,Books,1,311.38
19966,7957,Toys,1,259.11
19967,7957,Electronics,3,205.38
19968,7957,Beauty,1,129.4
19969,7957,Grocery,1,174.95
19970,7958,Beauty,1,2372.75
19971,7959,Electronics,1,809.13
19972,7959,Grocery,1,1045.45
19973,7960,Grocery,2,789.2
19974,7960,Toys,2,947.98
19975,7961,Electronics,2,281.1
19976,7961,Electronics,2,254.84
19977,7962,Books,2,500.16
19978,7962,Sports,1,554.42
19979,7963,Grocery,2,893.72
19980,7963,Grocery,1,633.68
19981,7963,Grocery,2,473.57
19982,7964,Beauty,2,1625.67
19983,7965,Home & Kitchen,3,686.56
19984,7965,Beauty,3,1198.21
19985,7966,Beauty,1,876.77
19986,7966,Toys,3,565.26
19987,7967,Electronics,2,865.52
19988,7967,Electronics,1,1259.47
19989,7968,Toys,1,1943.01
19990,7969,Fashion,3,1100.29
19991,7970,Books,2,1740.72
19992,7971,Electronics,2,1177.58
19993,7972,Electronics,1,311.98
19994,7972,Toys,1,478.55
19995,7972,Fashion,3,377.04
19996,7973,Sports,3,234.55
19997,7973,Electronics,3,118.61
19998,7973,Grocery,3,195.66
19999,7973,Beauty,3,142.79
20000,7974,Beauty,1,271.08
20001,7974,Home & Kitchen,1,156.47
20002,7974,Beauty,1,192.82
20003,7975,Sports,3,238.49
20004,7975,Beauty,2,298.33
20005,7975,Electronics,2,243.37
20006,7976,Grocery,3,346.5
20007,7976,Books,2,315.77
20008,7976,Toys,2,352.76
20009,7977,Sports,1,590.63
20010,7977,Sports,1,512.34
20011,7977,Beauty,2,332.71
20012,7978,Home & Kitchen,2,938.25
20013,7978,Beauty,1,418.01
20014,7979,Toys,1,756.01
20015,7979,Books,2,609.24
20016,7979,Electronics,3,402.72
20017,7980,Toys,2,1476.7
20018,7981,Home & Kitchen,1,396.68
20019,7981,Home & Kitchen,2,632.66
20020,7981,Books,3,458.01
20021,7981,Home & Kitchen,1,628.04
20022,7982,Books,1,445.07
20023,7982,Books,2,431.32
20024,7982,Sports,1,404.84
20025,7982,Books,3,412.52
20026,7983,Books,3,499.26
20027,7983,Fashion,1,614.59
20028,7983,Beauty,2,421.29
20029,7984,Fashion,3,879.79
20030,7984,Grocery,1,979.11
20031,7985,Electronics,1,2206.59
20032,7986,Beauty,1,604.69
20033,7986,Sports,3,813.83
20034,7987,Home & Kitchen,3,341.09
20035,7987,Beauty,3,433.89
20036,7987,Grocery,1,507.08
20037,7988,Toys,1,387.02
20038,7988,Beauty,1,404.89
20039,7988,Toys,2,209.28
20040,7989,Beauty,1,624.68
20041,7989,Grocery,2,377.65
20042,7989,Beauty,1,469.55
20043,7990,Home & Kitchen,2,393.65
20044,7990,Beauty,2,336.1
20045,7990,Electronics,1,411.88
20046,7990,Electronics,2,705.72
20047,7991,Sports,1,474.94
20048,7991,Beauty,2,465.52
20049,7991,Grocery,2,684.61
20050,7991,Sports,3,522.76
20051,7992,Toys,1,2306.06
20052,7993,Books,2,373.68
20053,7993,Sports,2,375.86
20054,7993,Grocery,2,643.17
20055,7993,Grocery,2,565.24
20056,7994,Sports,2,139.69
20057,7994,Grocery,3,106.91
20058,7994,Toys,1,142.63
20059,7994,Sports,1,171.29
20060,7995,Fashion,1,428.6
20061,7995,Grocery,1,467.19
20062,7995,Beauty,1,466.27
20063,7996,Toys,3,512.48
20064,7996,Fashion,1,878.63
20065,7996,Home & Kitchen,3,599.35
20066,7997,Electronics,2,968.27
20067,7997,Grocery,2,1127.01
20068,7997,Beauty,1,779.41
20069,7998,Fashion,1,444.4
20070,7998,Toys,3,390.17
20071,7998,Books,3,568.9
20072,7999,Books,1,197.4
20073,7999,Home & Kitchen,3,194.13
20074,7999,Toys,1,190.81
20075,7999,Toys,1,210.78
20076,8000,Grocery,2,625.2
20077,8000,Electronics,2,434.02
20078,8000,Fashion,3,467.64
20079,8001,Sports,2,338.66
20080,8001,Books,2,241.06
20081,8001,Sports,2,292.33
20082,8001,Electronics,1,431.67
20083,8002,Fashion,1,330.47
20084,8002,Fashion,2,226.92
20085,8002,Sports,2,227.56
20086,8003,Sports,1,595.33
20087,8003,Fashion,1,507.65
20088,8003,Books,2,417.41
20089,8003,Toys,1,612.77
20090,8004,Home & Kitchen,3,1114.93
20091,8005,Fashion,1,331.76
20092,8005,Sports,2,271.73
20093,8005,Beauty,3,405.03
20094,8005,Grocery,3,258.39
20095,8006,Fashion,2,282.04
20096,8006,Fashion,3,314.83
20097,8006,Grocery,3,472.34
20098,8006,Grocery,1,490.23
20099,8007,Fashion,1,1253.86
20100,8007,Fashion,3,566.54
20101,8008,Sports,2,355.66
20102,8008,Grocery,3,463.46
20103,8008,Electronics,3,408.13
20104,8008,Beauty,3,489.54
20105,8009,Grocery,3,311.61
20106,8009,Fashion,3,396.25
20107,8009,Fashion,2,351.88
20108,8009,Home & Kitchen,3,271.86
20109,8010,Grocery,2,319.26
20110,8010,Electronics,3,402.7
20111,8010,Books,3,531.97
20112,8010,Books,3,339.85
20113,8011,Books,3,1091.78
20114,8011,Sports,2,734.89
20115,8012,Grocery,2,1755.35
20116,8013,Books,1,1005.95
20117,8013,Sports,2,1318.02
20118,8014,Home & Kitchen,3,253.22
20119,8014,Grocery,1,171.88
20120,8014,Beauty,1,258.12
20121,8014,Grocery,1,148.77
20122,8015,Sports,1,1427.98
20123,8016,Beauty,1,398.78
20124,8016,Toys,3,245.98
20125,8016,Toys,2,485.44
20126,8016,Fashion,3,237.18
20127,8017,Sports,3,1675.53
20128,8018,Electronics,3,264.02
20129,8018,Beauty,2,329.15
20130,8018,Sports,2,316.12
20131,8018,Sports,3,165.07
20132,8019,Books,2,424.82
20133,8019,Sports,1,384.49
20134,8020,Books,3,609.5
20135,8020,Books,2,401.01
20136,8021,Grocery,3,453.91
20137,8021,Grocery,2,402.42
20138,8021,Electronics,1,280.11
20139,8021,Electronics,1,336.75
20140,8022,Beauty,2,597.58
20141,8022,Electronics,3,606.8
20142,8022,Fashion,2,750.17
20143,8023,Fashion,1,343.75
20144,8023,Grocery,2,481.68
20145,8023,Home & Kitchen,3,596.66
20146,8023,Home & Kitchen,2,546.03
20147,8024,Toys,1,340.11
20148,8024,Home & Kitchen,3,346.19
20149,8024,Beauty,2,327.25
20150,8024,Grocery,1,265.17
20151,8025,Toys,2,734.05
20152,8025,Sports,2,812.57
20153,8026,Home & Kitchen,2,413.52
20154,8026,Fashion,1,382.41
20155,8027,Toys,3,1196.71
20156,8028,Beauty,1,180.96
20157,8028,Grocery,2,273.56
20158,8028,Beauty,3,189.04
20159,8028,Books,3,256.33
20160,8029,Electronics,2,564.27
20161,8029,Books,3,434.2
20162,8029,Toys,2,654.07
20163,8029,Electronics,3,314.56
20164,8030,Beauty,1,244.07
20165,8030,Sports,3,353.76
20166,8030,Electronics,3,345.15
20167,8030,Fashion,1,412.42
20168,8031,Grocery,3,329.34
20169,8031,Books,1,508.36
20170,8031,Electronics,1,234.68
20171,8032,Fashion,3,282.48
20172,8032,Fashion,2,317.18
20173,8032,Beauty,3,500.54
20174,8033,Grocery,2,438.68
20175,8033,Sports,2,519.52
20176,8033,Electronics,1,452.98
20177,8034,Beauty,3,1048.1
20178,8034,Sports,2,1012.85
20179,8035,Sports,3,533.66
20180,8035,Sports,3,353.67
20181,8035,Beauty,3,427.09
20182,8035,Toys,3,611.96
20183,8036,Toys,2,801.56
20184,8036,Electronics,1,664.01
20185,8036,Electronics,2,575.54
20186,8037,Grocery,3,835.11
20187,8038,Home & Kitchen,1,782.38
20188,8038,Toys,1,716.47
20189,8038,Books,3,507.07
20190,8039,Books,3,673.56
20191,8039,Fashion,1,544.17
20192,8040,Sports,2,1303.27
20193,8040,Home & Kitchen,3,772.34
20194,8040,Books,1,1514.31
20195,8041,Sports,3,910.68
20196,8041,Sports,2,1752.24
20197,8042,Grocery,1,1546.74
20198,8042,Grocery,3,813.41
20199,8042,Books,3,1601.42
20200,8043,Sports,1,793.26
20201,8043,Home & Kitchen,3,648.09
20202,8043,Fashion,2,697.43
20203,8043,Toys,2,883.06
20204,8044,Books,3,660.74
20205,8044,Grocery,3,1203.3
20206,8044,Home & Kitchen,2,834.42
20207,8045,Toys,1,710.37
20208,8045,Books,1,379.04
20209,8046,Home & Kitchen,2,4067.83
20210,8047,Electronics,3,442.09
20211,8047,Electronics,3,704.07
20212,8047,Fashion,2,434.41
20213,8047,Grocery,2,757.88
20214,8048,Fashion,3,1560.23
20215,8048,Toys,1,1288.01
20216,8048,Beauty,1,1525.49
20217,8049,Sports,2,293.73
20218,8049,Sports,2,311.42
20219,8049,Toys,1,361.9
20220,8049,Sports,2,442.88
20221,8050,Books,3,621.22
20222,8050,Home & Kitchen,1,746.62
20223,8050,Beauty,2,423.9
20224,8051,Books,1,2315.78
20225,8052,Fashion,2,2057.94
20226,8052,Grocery,2,1604.16
20227,8053,Beauty,3,823.21
20228,8053,Beauty,1,969.14
20229,8053,Home & Kitchen,2,638.92
20230,8053,Grocery,3,523.75
20231,8054,Sports,3,1705.73
20232,8054,Toys,1,1247.98
20233,8055,Fashion,2,2399.8
20234,8056,Electronics,3,2365.27
20235,8056,Electronics,2,1618.23
20236,8057,Fashion,3,702.04
20237,8057,Toys,2,837.59
20238,8057,Electronics,1,715.26
20239,8057,Toys,1,1274.19
20240,8058,Fashion,3,891.1
20241,8058,Home & Kitchen,2,989.95
20242,8058,Sports,2,1108.32
20243,8058,Books,3,721.23
20244,8059,Toys,2,643.14
20245,8059,Grocery,3,797.75
20246,8059,Fashion,2,1169.38
20247,8059,Beauty,2,1186.02
20248,8060,Electronics,3,1705.95
20249,8060,Sports,1,1758.75
20250,8060,Sports,1,1670.75
20251,8061,Sports,1,1364.39
20252,8061,Fashion,3,1162.59
20253,8061,Sports,3,910.03
20254,8062,Home & Kitchen,2,2277.3
20255,8062,Beauty,2,1833.26
20256,8063,Books,1,1880.56
20257,8063,Books,1,1098.08
20258,8064,Home & Kitchen,2,3621.89
20259,8065,Beauty,3,1695.99
20260,8066,Beauty,1,570.08
20261,8066,Toys,2,467.77
20262,8066,Home & Kitchen,3,663.58
20263,8067,Toys,1,2107.06
20264,8067,Books,3,1948.63
20265,8068,Grocery,2,6141.33
20266,8069,Toys,2,3309.84
20267,8070,Fashion,3,3419.02
20268,8071,Beauty,3,550.36
20269,8071,Electronics,1,829.03
20270,8072,Home & Kitchen,3,1018.57
20271,8072,Grocery,2,708.33
20272,8073,Books,3,1448.46
20273,8074,Grocery,1,364.2
20274,8074,Sports,2,515.16
20275,8074,Toys,3,377.88
20276,8074,Toys,2,477.67
20277,8075,Fashion,1,331.42
20278,8075,Fashion,1,415.15
20279,8076,Books,2,1505.52
20280,8077,Home & Kitchen,1,678.53
20281,8077,Fashion,3,455.73
20282,8078,Toys,1,644.97
20283,8078,Electronics,1,410.98
20284,8079,Sports,2,218.9
20285,8079,Fashion,3,298.58
20286,8079,Electronics,1,369.54
20287,8079,Toys,1,239.93
20288,8080,Fashion,3,160.41
20289,8080,Fashion,1,164.97
20290,8080,Grocery,3,105.17
20291,8080,Fashion,1,131.4
20292,8081,Fashion,2,1306.67
20293,8081,Sports,2,703.74
20294,8082,Grocery,2,385.63
20295,8082,Sports,2,518.31
20296,8082,Sports,3,348.99
20297,8082,Grocery,2,525.28
20298,8083,Fashion,1,302.33
20299,8083,Fashion,2,347.78
20300,8083,Beauty,3,383.62
20301,8083,Electronics,3,583.67
20302,8084,Toys,1,650.92
20303,8084,Books,1,594.42
20304,8084,Sports,2,364.14
20305,8085,Home & Kitchen,1,322.37
20306,8085,Sports,2,448.21
20307,8085,Toys,1,430.18
20308,8086,Beauty,1,572.27
20309,8086,Books,3,495.56
20310,8087,Home & Kitchen,2,1002.41
20311,8087,Beauty,3,885.18
20312,8088,Toys,1,284.57
20313,8088,Toys,3,261.01
20314,8088,Sports,1,325.5
20315,8088,Toys,2,283.57
20316,8089,Toys,1,371.74
20317,8089,Electronics,1,381.51
20318,8089,Electronics,3,730.71
20319,8090,Toys,2,250.29
20320,8090,Fashion,3,342.8
20321,8090,Home & Kitchen,1,473.11
20322,8090,Books,3,345.09
20323,8091,Beauty,1,505.54
20324,8091,Home & Kitchen,3,632.59
20325,8092,Books,1,250.59
20326,8092,Fashion,3,183.2
20327,8092,Home & Kitchen,3,316.91
20328,8092,Fashion,2,148.41
20329,8093,Electronics,2,230.98
20330,8093,Home & Kitchen,2,257.56
20331,8093,Home & Kitchen,3,210.39
20332,8094,Grocery,2,864.18
20333,8094,Toys,2,701.79
20334,8094,Electronics,1,822.71
20335,8095,Grocery,2,302.19
20336,8095,Grocery,1,210.48
20337,8095,Grocery,1,208.46
20338,8095,Electronics,2,269.95
20339,8096,Home & Kitchen,2,502.53
20340,8096,Grocery,1,372.46
20341,8096,Books,3,621.61
20342,8097,Beauty,3,471.0
20343,8097,Beauty,1,518.9
20344,8097,Books,1,549.3
20345,8097,Toys,3,370.78
20346,8098,Fashion,1,1218.94
20347,8099,Grocery,1,653.68
20348,8099,Sports,2,520.79
20349,8099,Grocery,2,484.6
20350,8100,Home & Kitchen,3,235.87
20351,8100,Fashion,3,289.82
20352,8100,Electronics,2,593.66
20353,8101,Electronics,2,330.15
20354,8101,Beauty,2,481.75
20355,8101,Toys,2,682.53
20356,8101,Electronics,2,445.96
20357,8102,Electronics,1,750.9
20358,8102,Toys,2,794.99
20359,8102,Electronics,2,477.02
20360,8103,Beauty,1,708.38
20361,8104,Toys,1,781.29
20362,8104,Electronics,2,513.66
20363,8104,Grocery,1,938.04
20364,8105,Grocery,3,1535.16
20365,8106,Beauty,3,224.36
20366,8106,Home & Kitchen,3,284.78
20367,8106,Electronics,3,267.63
20368,8106,Toys,1,242.9
20369,8107,Electronics,2,405.67
20370,8107,Beauty,2,450.92
20371,8107,Sports,2,325.21
20372,8108,Sports,3,388.64
20373,8108,Home & Kitchen,2,451.32
20374,8108,Grocery,3,495.74
20375,8109,Toys,2,1466.67
20376,8110,Sports,2,293.91
20377,8110,Toys,1,443.55
20378,8111,Grocery,2,357.8
20379,8111,Home & Kitchen,2,306.09
20380,8111,Grocery,2,319.04
20381,8112,Books,2,163.03
20382,8112,Electronics,1,279.63
20383,8112,Toys,3,254.4
20384,8112,Sports,3,162.82
20385,8113,Sports,1,58.8
20386,8113,Books,2,50.0
20387,8113,Grocery,2,50.0
20388,8113,Books,1,64.99
20389,8114,Toys,3,751.56
20390,8114,Home & Kitchen,2,545.83
20391,8114,Grocery,3,526.61
20392,8115,Toys,2,415.7
20393,8115,Grocery,2,399.95
20394,8115,Books,3,700.5
20395,8115,Sports,2,539.98
20396,8116,Fashion,3,913.8
20397,8116,Home & Kitchen,3,662.62
20398,8116,Fashion,3,509.67
20399,8116,Toys,3,664.71
20400,8117,Sports,3,1409.88
20401,8118,Toys,2,562.68
20402,8118,Toys,3,500.76
20403,8118,Books,2,728.11
20404,8119,Electronics,1,350.26
20405,8119,Electronics,2,365.92
20406,8119,Beauty,1,362.84
20407,8119,Sports,3,375.66
20408,8120,Books,3,259.79
20409,8120,Home & Kitchen,2,152.88
20410,8120,Home & Kitchen,1,289.27
20411,8121,Electronics,3,1586.73
20412,8122,Home & Kitchen,2,542.17
20413,8122,Grocery,2,424.44
20414,8122,Home & Kitchen,1,682.9
20415,8123,Grocery,2,1119.61
20416,8124,Beauty,1,808.12
20417,8124,Electronics,2,525.21
20418,8125,Beauty,1,400.86
20419,8125,Home & Kitchen,1,445.88
20420,8125,Grocery,1,244.44
20421,8126,Sports,1,831.87
20422,8126,Books,2,807.62
20423,8127,Home & Kitchen,3,310.59
20424,8127,Books,1,369.7
20425,8127,Toys,2,350.93
20426,8127,Beauty,1,337.46
20427,8128,Beauty,3,525.64
20428,8128,Electronics,1,761.93
20429,8128,Electronics,1,811.64
20430,8129,Toys,3,273.91
20431,8129,Sports,1,457.29
20432,8129,Electronics,1,395.58
20433,8130,Grocery,2,924.06
