customer_id,signup_date,city,age,gender,acquisition_channel
1231,2024-07-21,Ahmedabad,32,F,Organic
1232,2026-05-14,Hyderabad,62,M,Paid Ads
1233,2024-04-03,Bangalore,32,M,Organic
1234,2026-05-22,Bangalore,59,F,Paid Ads
1235,2026-05-22,Ahmedabad,31,F,Paid Ads
1236,2025-05-27,Delhi,21,M,Paid Ads
1237,2024-07-08,Delhi,48,F,Email
1238,2025-09-30,Patna,60,M,Email
1239,2025-07-03,Jaipur,26,F,Organic
1240,2025-10-19,Kolkata,32,M,Organic
1241,2024-03-20,Hyderabad,26,F,Referral
1242,2025-03-22,Kolkata,62,M,Paid Ads
1243,2025-04-30,Patna,34,M,Organic
1244,2025-06-30,Jaipur,61,M,Email
1245,2024-06-09,Kolkata,26,M,Paid Ads
1246,2026-02-27,Bangalore,34,F,Organic
1247,2024-11-26,Hyderabad,38,F,Referral
1248,2024-08-28,Ahmedabad,54,M,Paid Ads
1249,2026-01-19,Delhi,29,M,Paid Ads
1250,2024-12-14,Kolkata,33,F,Organic
1251,2024-06-17,Kolkata,57,F,Referral
1252,2025-06-27,Ahmedabad,47,M,Social Media
1253,2026-05-14,Pune,32,F,Referral
1254,2025-07-24,Chennai,29,F,Paid Ads
1255,2024-06-27,Jaipur,49,M,Paid Ads
1256,2025-03-08,Ahmedabad,64,M,Referral
1257,2024-12-17,Bangalore,18,F,Paid Ads
1258,2025-10-28,Mumbai,38,F,Referral
1259,2026-05-21,Pune,53,F,Email
1260,2026-05-14,Pune,32,F,Email
1261,2024-02-10,Pune,23,F,Email
1262,2025-02-19,Jaipur,37,M,Paid Ads
1263,2024-02-14,Hyderabad,18,F,Paid Ads
1264,2024-10-07,Jaipur,38,M,Social Media
1265,2025-02-28,Ahmedabad,63,F,Referral
1266,2025-04-24,Bangalore,63,F,Social Media
1267,2025-06-11,Pune,46,F,Paid Ads
1268,2025-06-29,Ahmedabad,35,M,Email
1269,2024-01-10,Pune,55,F,Organic
1270,2024-10-08,Hyderabad,60,F,Social Media
1271,2024-08-10,Pune,27,M,Organic
1272,2026-05-29,Jaipur,48,M,Organic
1273,2025-09-14,Jaipur,52,M,Organic
1274,2024-04-18,Patna,28,M,Organic
1275,2024-08-08,Ahmedabad,52,M,Organic
1276,2024-02-17,Ahmedabad,41,F,Referral
1277,2024-05-22,Delhi,49,F,Organic
1278,2026-04-04,Ahmedabad,52,M,Social Media
1279,2024-11-30,Hyderabad,27,M,Paid Ads
1280,2025-08-07,Hyderabad,46,M,Email
1281,2025-10-14,Kolkata,27,F,Organic
1282,2025-12-05,Delhi,36,F,Social Media
1283,2025-06-13,Jaipur,51,F,Paid Ads
1284,2024-09-01,Jaipur,22,F,Social Media
1285,2025-07-28,Patna,21,F,Social Media
1286,2025-04-29,Patna,55,M,Referral
1287,2025-05-18,Pune,28,M,Email
1288,2024-05-11,Delhi,35,M,Organic
1289,2024-03-22,Pune,61,M,Paid Ads
1290,2024-08-29,Jaipur,42,M,Referral
1291,2024-09-01,Jaipur,36,F,Email
1292,2024-03-18,Pune,18,F,Organic
1293,2024-05-06,Delhi,39,M,Referral
1294,2025-02-26,Delhi,63,F,Organic
1295,2025-11-19,Chennai,50,M,Referral
1296,2025-10-20,Ahmedabad,29,F,Paid Ads
1297,2026-01-24,Kolkata,55,F,Paid Ads
1298,2025-11-17,Jaipur,47,M,Social Media
1299,2025-10-05,Pune,55,M,Referral
1300,2025-02-28,Ahmedabad,28,M,Referral
1301,2024-11-30,Hyderabad,39,F,Email
1302,2026-03-06,Delhi,43,M,Organic
1303,2024-06-25,Bangalore,33,F,Referral
1304,2025-06-20,Hyderabad,33,F,Social Media
1305,2025-10-29,Ahmedabad,44,M,Email
1306,2024-06-21,Patna,26,F,Social Media
1307,2025-03-16,Pune,59,F,Referral
1308,2026-01-25,Delhi,25,F,Social Media
1309,2026-03-29,Ahmedabad,63,F,Paid Ads
1310,2025-04-24,Delhi,29,F,Email
1311,2024-03-11,Mumbai,47,M,Paid Ads
1312,2024-12-08,Mumbai,51,F,Organic
1313,2025-09-06,Delhi,51,M,Paid Ads
1314,2024-03-26,Chennai,41,M,Organic
1315,2024-01-12,Patna,54,M,Paid Ads
1316,2024-11-13,Pune,57,F,Organic
1317,2025-04-13,Ahmedabad,40,M,Email
1318,2024-11-24,Kolkata,25,M,Organic
1319,2024-08-01,Bangalore,27,F,Organic
1320,2025-01-31,Kolkata,30,M,Organic
1321,2025-03-25,Jaipur,39,M,Social Media
1322,2025-05-24,Ahmedabad,55,F,Social Media
1323,2024-07-05,Kolkata,40,M,Organic
1324,2024-01-13,Chennai,28,M,Referral
1325,2026-02-11,Hyderabad,22,M,Paid Ads
1326,2025-10-30,Jaipur,63,M,Paid Ads
1327,2024-09-29,Patna,40,M,Organic
1328,2024-07-19,Pune,48,F,Paid Ads
1329,2025-08-13,Chennai,51,F,Paid Ads
1330,2026-04-07,Delhi,35,F,Referral
1331,2024-12-23,Ahmedabad,32,F,Organic
1332,2026-02-16,Jaipur,56,F,Referral
1333,2026-05-17,Jaipur,57,F,Paid Ads
1334,2025-07-04,Jaipur,35,M,Paid Ads
1335,2024-04-21,Pune,29,F,Paid Ads
1336,2025-09-08,Ahmedabad,24,M,Organic
1337,2024-03-06,Hyderabad,33,M,Paid Ads
1338,2025-11-08,Bangalore,42,F,Paid Ads
1339,2024-01-30,Delhi,62,M,Social Media
1340,2025-12-15,Hyderabad,36,M,Email
1341,2024-04-30,Bangalore,31,F,Referral
1342,2025-05-01,Bangalore,56,F,Social Media
1343,2025-10-28,Kolkata,55,M,Organic
1344,2025-09-20,Jaipur,47,F,Social Media
1345,2025-10-10,Kolkata,51,M,Social Media
1346,2025-03-25,Ahmedabad,55,M,Social Media
1347,2024-06-27,Patna,23,M,Paid Ads
1348,2025-09-21,Ahmedabad,20,F,Social Media
1349,2024-02-02,Bangalore,48,M,Referral
1350,2025-05-19,Pune,42,F,Organic
1351,2024-09-23,Jaipur,38,M,Social Media
1352,2025-12-15,Pune,39,M,Email
1353,2025-07-16,Ahmedabad,59,M,Email
1354,2024-05-16,Chennai,30,F,Organic
1355,2025-11-09,Patna,18,F,Paid Ads
1356,2024-06-13,Kolkata,25,F,Social Media
1357,2025-01-12,Kolkata,63,F,Referral
1358,2025-11-07,Ahmedabad,64,M,Social Media
1359,2025-09-14,Delhi,45,M,Email
1360,2026-03-24,Chennai,19,F,Email
1361,2024-05-02,Mumbai,47,F,Social Media
1362,2025-09-06,Chennai,46,F,Email
1363,2025-04-26,Bangalore,60,F,Organic
1364,2025-06-11,Jaipur,34,F,Paid Ads
1365,2024-12-10,Patna,26,M,Paid Ads
1366,2025-06-01,Jaipur,40,M,Referral
1367,2024-09-18,Hyderabad,26,F,Email
1368,2024-04-28,Patna,52,M,Email
1369,2026-03-04,Ahmedabad,49,M,Organic
1370,2024-06-26,Kolkata,31,M,Social Media
1371,2026-04-04,Chennai,44,F,Organic
1372,2026-03-03,Mumbai,57,F,Organic
1373,2024-10-28,Hyderabad,56,F,Organic
1374,2025-06-26,Delhi,49,F,Referral
1375,2025-06-29,Delhi,57,M,Social Media
1376,2024-08-17,Chennai,55,F,Organic
1377,2025-01-02,Jaipur,25,F,Email
1378,2024-06-08,Bangalore,28,M,Organic
1379,2024-08-15,Chennai,19,M,Referral
1380,2025-02-01,Mumbai,45,F,Referral
1381,2024-11-02,Patna,55,F,Organic
1382,2024-09-26,Jaipur,54,M,Social Media
1383,2024-08-25,Pune,43,F,Social Media
1384,2024-04-27,Hyderabad,30,F,Organic
1385,2024-10-02,Patna,58,M,Paid Ads
1386,2026-02-06,Bangalore,36,F,Paid Ads
1387,2025-12-21,Mumbai,57,F,Paid Ads
1388,2026-05-25,Bangalore,59,M,Paid Ads
1389,2025-11-28,Chennai,29,M,Organic
1390,2026-05-26,Pune,21,M,Organic
1391,2025-05-17,Kolkata,64,F,Organic
1392,2025-05-06,Bangalore,41,F,Paid Ads
1393,2024-08-22,Kolkata,51,F,Organic
1394,2025-11-14,Ahmedabad,59,M,Social Media
1395,2024-04-16,Delhi,57,F,Referral
1396,2025-12-29,Patna,22,F,Organic
1397,2025-11-17,Pune,32,F,Paid Ads
1398,2025-04-15,Ahmedabad,61,F,Paid Ads
1399,2025-03-02,Jaipur,48,M,Paid Ads
1400,2024-03-28,Delhi,21,F,Paid Ads
1401,2025-06-30,Pune,18,M,Paid Ads
1402,2026-02-27,Patna,20,F,Paid Ads
1403,2024-04-25,Chennai,39,F,Organic
1404,2025-04-27,Chennai,55,F,Referral
1405,2025-12-18,Hyderabad,63,F,Referral
1406,2025-12-03,Hyderabad,38,F,Referral
1407,2024-02-28,Patna,23,M,Social Media
1408,2024-03-29,Jaipur,64,F,Organic
1409,2025-07-26,Pune,38,M,Email
1410,2025-03-21,Mumbai,40,M,Referral
1411,2024-04-29,Ahmedabad,27,M,Paid Ads
1412,2024-05-20,Delhi,28,M,Email
1413,2026-02-26,Ahmedabad,62,F,Organic
1414,2025-08-20,Mumbai,62,F,Referral
1415,2025-12-19,Chennai,19,M,Email
1416,2026-05-11,Hyderabad,47,M,Social Media
1417,2024-03-04,Hyderabad,56,M,Organic
1418,2025-11-29,Pune,45,F,Social Media
1419,2024-10-19,Delhi,48,F,Email
1420,2025-05-14,Bangalore,51,M,Organic
1421,2026-01-08,Kolkata,29,F,Paid Ads
1422,2026-02-17,Chennai,54,F,Referral
1423,2024-08-22,Delhi,59,M,Paid Ads
1424,2024-04-06,Mumbai,34,M,Organic
1425,2025-11-30,Ahmedabad,33,M,Paid Ads
1426,2024-06-09,Bangalore,34,M,Referral
1427,2025-06-17,Patna,55,F,Paid Ads
1428,2024-05-11,Mumbai,23,M,Referral
1429,2026-02-22,Pune,25,M,Email
1430,2024-09-25,Kolkata,44,M,Email
1431,2024-03-01,Ahmedabad,52,M,Organic
1432,2025-01-19,Chennai,40,F,Paid Ads
1433,2025-11-11,Delhi,22,M,Paid Ads
1434,2025-11-13,Delhi,35,F,Paid Ads
1435,2026-03-25,Pune,31,F,Organic
1436,2026-03-23,Bangalore,32,F,Referral
1437,2024-09-03,Bangalore,61,M,Referral
1438,2025-07-19,Delhi,37,M,Referral
1439,2025-08-02,Jaipur,61,M,Email
1440,2025-03-15,Ahmedabad,34,F,Social Media
1441,2025-08-24,Chennai,52,M,Paid Ads
1442,2025-09-27,Kolkata,31,F,Organic
1443,2025-06-09,Chennai,21,M,Referral
1444,2024-03-22,Delhi,33,M,Organic
1445,2025-06-03,Delhi,45,F,Paid Ads
1446,2024-04-12,Pune,20,F,Organic
1447,2025-05-27,Pune,60,M,Organic
1448,2024-05-26,Chennai,19,F,Social Media
1449,2026-05-16,Delhi,56,M,Referral
1450,2025-08-23,Patna,52,F,Organic
1451,2025-03-17,Mumbai,22,F,Email
1452,2025-01-26,Chennai,51,M,Email
1453,2024-08-21,Kolkata,22,F,Organic
1454,2025-06-01,Mumbai,63,M,Organic
1455,2024-05-06,Ahmedabad,23,F,Organic
1456,2024-08-07,Delhi,57,M,Paid Ads
1457,2025-06-27,Ahmedabad,27,M,Referral
1458,2025-04-26,Patna,20,M,Email
1459,2025-08-31,Pune,49,F,Social Media
1460,2024-07-19,Bangalore,58,F,Organic
1461,2024-05-11,Jaipur,23,F,Paid Ads
1462,2025-04-25,Pune,39,M,Email
1463,2026-05-18,Ahmedabad,59,M,Organic
1464,2025-08-08,Mumbai,40,M,Paid Ads
1465,2025-05-25,Mumbai,58,F,Organic
1466,2024-07-17,Chennai,64,M,Paid Ads
1467,2026-03-28,Mumbai,40,F,Paid Ads
1468,2024-05-25,Patna,62,F,Referral
1469,2025-10-19,Patna,27,F,Social Media
1470,2026-02-28,Kolkata,47,F,Organic
1471,2025-07-16,Delhi,31,M,Organic
1472,2024-01-29,Hyderabad,27,M,Organic
1473,2025-07-17,Hyderabad,38,M,Social Media
1474,2025-04-24,Patna,34,M,Organic
1475,2024-10-07,Bangalore,29,F,Organic
1476,2024-11-28,Kolkata,28,M,Paid Ads
1477,2025-06-14,Hyderabad,52,F,Organic
1478,2026-01-25,Chennai,23,M,Email
1479,2024-10-25,Chennai,64,M,Organic
1480,2024-12-17,Kolkata,30,M,Referral
1481,2024-08-01,Ahmedabad,43,M,Organic
1482,2024-08-28,Hyderabad,25,M,Social Media
1483,2024-04-29,Delhi,63,M,Organic
1484,2025-04-04,Bangalore,30,M,Email
1485,2024-06-06,Bangalore,34,F,Organic
1486,2026-02-27,Pune,22,F,Organic
1487,2026-04-18,Bangalore,46,F,Referral
1488,2026-03-28,Bangalore,40,F,Organic
1489,2024-02-28,Delhi,62,M,Social Media
1490,2025-06-07,Pune,46,F,Paid Ads
1491,2024-07-22,Hyderabad,63,M,Referral
1492,2025-08-08,Hyderabad,38,M,Email
1493,2024-08-27,Ahmedabad,46,F,Organic
1494,2024-09-09,Patna,53,F,Paid Ads
1495,2024-10-07,Mumbai,35,F,Organic
1496,2024-09-14,Jaipur,62,M,Paid Ads
1497,2025-11-10,Pune,60,M,Referral
1498,2024-03-08,Hyderabad,39,M,Paid Ads
1499,2025-09-30,Jaipur,26,M,Organic
1500,2025-07-19,Chennai,23,M,Social Media
1501,2025-01-03,Mumbai,37,M,Referral
1502,2025-11-21,Chennai,35,M,Organic
1503,2025-03-18,Ahmedabad,28,F,Paid Ads
1504,2025-11-28,Kolkata,46,M,Social Media
1505,2024-12-29,Bangalore,26,M,Organic
1506,2026-04-09,Patna,36,F,Organic
1507,2025-01-06,Chennai,52,F,Referral
1508,2025-04-25,Chennai,36,F,Social Media
1509,2025-12-29,Pune,27,F,Paid Ads
1510,2024-10-28,Delhi,34,F,Paid Ads
1511,2025-07-25,Delhi,56,M,Social Media
1512,2025-11-15,Bangalore,18,M,Organic
1513,2025-12-18,Patna,24,M,Organic
1514,2025-03-13,Kolkata,48,M,Paid Ads
1515,2025-08-16,Ahmedabad,49,F,Organic
1516,2026-02-20,Hyderabad,59,F,Email
1517,2026-03-30,Delhi,21,F,Organic
1518,2025-10-12,Mumbai,57,F,Organic
1519,2024-09-08,Chennai,20,F,Paid Ads
1520,2024-11-06,Jaipur,19,F,Email
1521,2024-08-02,Jaipur,47,M,Paid Ads
1522,2025-01-23,Ahmedabad,49,F,Organic
1523,2024-03-22,Jaipur,57,F,Paid Ads
1524,2026-01-16,Chennai,59,M,Organic
1525,2025-07-30,Bangalore,62,M,Referral
1526,2026-05-11,Kolkata,60,M,Organic
1527,2024-06-08,Chennai,49,F,Paid Ads
1528,2026-03-12,Mumbai,57,F,Organic
1529,2024-07-12,Mumbai,27,F,Organic
1530,2025-03-18,Hyderabad,37,M,Paid Ads
1531,2024-05-10,Chennai,53,M,Organic
1532,2024-09-06,Kolkata,48,F,Email
1533,2025-02-27,Mumbai,32,M,Social Media
1534,2025-11-28,Hyderabad,56,M,Paid Ads
1535,2026-03-08,Mumbai,31,M,Email
1536,2024-08-16,Patna,51,F,Social Media
1537,2025-11-10,Pune,23,F,Email
1538,2024-05-22,Delhi,31,M,Email
1539,2024-12-10,Patna,42,M,Paid Ads
1540,2025-12-01,Kolkata,37,M,Social Media
1541,2025-06-27,Jaipur,49,M,Email
1542,2024-02-11,Kolkata,22,M,Referral
1543,2025-10-06,Chennai,31,F,Paid Ads
1544,2024-03-23,Hyderabad,29,F,Paid Ads
1545,2025-09-07,Kolkata,31,F,Organic
1546,2026-02-18,Pune,32,F,Organic
1547,2025-08-03,Hyderabad,64,M,Paid Ads
1548,2025-01-01,Delhi,44,M,Paid Ads
1549,2025-08-22,Bangalore,31,M,Organic
1550,2024-05-06,Bangalore,48,M,Paid Ads
1551,2025-08-05,Bangalore,63,F,Organic
1552,2024-12-14,Ahmedabad,57,F,Social Media
1553,2024-02-13,Kolkata,22,M,Paid Ads
1554,2025-05-10,Patna,42,F,Paid Ads
1555,2024-06-02,Chennai,22,F,Paid Ads
1556,2025-06-04,Hyderabad,18,F,Paid Ads
1557,2024-08-14,Hyderabad,28,M,Email
1558,2024-08-01,Delhi,28,M,Paid Ads
1559,2024-02-29,Hyderabad,52,M,Social Media
1560,2025-03-21,Chennai,64,F,Paid Ads
1561,2026-01-03,Bangalore,37,M,Referral
1562,2024-08-03,Chennai,50,F,Referral
1563,2025-12-29,Kolkata,44,M,Organic
1564,2025-11-27,Hyderabad,37,F,Email
1565,2024-01-09,Bangalore,36,M,Email
1566,2024-05-03,Kolkata,30,F,Referral
1567,2024-01-30,Patna,45,M,Paid Ads
1568,2025-02-01,Delhi,39,F,Organic
1569,2024-12-01,Delhi,25,M,Social Media
1570,2024-08-20,Delhi,43,M,Organic
1571,2026-05-02,Mumbai,26,M,Organic
1572,2026-03-30,Bangalore,56,M,Social Media
1573,2025-10-19,Kolkata,31,F,Organic
1574,2024-06-21,Delhi,28,F,Organic
1575,2025-03-23,Delhi,23,M,Organic
1576,2025-01-04,Delhi,59,M,Organic
1577,2025-04-12,Ahmedabad,25,M,Referral
1578,2024-07-08,Delhi,24,F,Referral
1579,2024-03-15,Delhi,42,M,Email
1580,2025-01-05,Ahmedabad,29,M,Paid Ads
1581,2025-10-14,Bangalore,63,F,Email
1582,2025-12-11,Kolkata,30,F,Email
1583,2024-04-07,Mumbai,21,F,Paid Ads
1584,2024-06-21,Kolkata,63,M,Paid Ads
1585,2026-02-15,Pune,58,M,Organic
1586,2026-04-12,Bangalore,45,F,Referral
1587,2024-01-26,Hyderabad,42,F,Organic
1588,2026-03-11,Bangalore,53,M,Organic
1589,2025-01-10,Jaipur,45,M,Social Media
1590,2024-08-11,Hyderabad,47,F,Social Media
1591,2025-03-28,Kolkata,63,F,Social Media
1592,2025-10-28,Mumbai,59,M,Referral
1593,2024-01-03,Hyderabad,55,F,Paid Ads
1594,2025-07-02,Bangalore,24,F,Referral
1595,2025-01-08,Chennai,58,M,Organic
1596,2025-10-09,Patna,55,M,Social Media
1597,2024-10-17,Kolkata,61,F,Paid Ads
1598,2024-05-12,Ahmedabad,34,F,Referral
1599,2026-03-24,Pune,21,F,Referral
1600,2025-07-14,Kolkata,26,F,Organic
1601,2024-04-15,Bangalore,41,M,Email
1602,2026-03-28,Pune,60,M,Referral
1603,2026-04-25,Mumbai,35,F,Organic
1604,2026-02-27,Mumbai,52,F,Organic
1605,2026-02-27,Patna,21,F,Referral
1606,2026-05-10,Jaipur,63,M,Email
1607,2024-02-01,Bangalore,21,M,Organic
1608,2025-08-29,Chennai,19,M,Referral
1609,2025-12-31,Hyderabad,35,M,Paid Ads
1610,2024-03-08,Chennai,18,F,Paid Ads
1611,2025-08-23,Pune,43,M,Organic
1612,2025-08-02,Bangalore,25,M,Email
1613,2025-01-29,Jaipur,35,F,Referral
1614,2024-01-26,Pune,59,M,Paid Ads
1615,2025-07-08,Pune,47,M,Organic
1616,2024-04-14,Jaipur,38,M,Organic
1617,2025-06-19,Ahmedabad,60,F,Organic
1618,2025-01-09,Bangalore,56,F,Paid Ads
1619,2024-06-10,Mumbai,20,M,Organic
1620,2025-05-31,Mumbai,55,M,Organic
1621,2024-07-26,Jaipur,48,M,Email
1622,2024-03-09,Mumbai,35,F,Organic
1623,2025-07-01,Mumbai,41,F,Referral
1624,2026-04-28,Jaipur,23,M,Paid Ads
1625,2025-06-09,Bangalore,38,F,Paid Ads
1626,2024-09-28,Bangalore,31,F,Organic
1627,2025-12-22,Mumbai,26,M,Organic
1628,2026-01-13,Bangalore,22,M,Referral
1629,2024-10-10,Delhi,49,F,Email
1630,2024-07-28,Delhi,32,F,Referral
1631,2024-04-08,Kolkata,20,M,Organic
1632,2025-12-11,Pune,32,F,Referral
1633,2024-02-27,Pune,55,M,Paid Ads
1634,2025-03-31,Bangalore,25,F,Organic
1635,2024-11-09,Ahmedabad,64,F,Paid Ads
1636,2024-03-09,Bangalore,62,F,Referral
1637,2024-11-05,Chennai,20,M,Social Media
1638,2024-03-06,Kolkata,30,F,Organic
1639,2025-05-05,Hyderabad,24,M,Organic
1640,2025-04-26,Bangalore,41,M,Paid Ads
1641,2026-03-11,Jaipur,27,F,Social Media
1642,2025-09-10,Jaipur,42,M,Social Media
1643,2026-04-23,Bangalore,43,F,Email
1644,2026-01-05,Jaipur,53,M,Paid Ads
1645,2025-01-28,Jaipur,64,M,Email
1646,2024-02-26,Ahmedabad,30,M,Organic
1647,2024-10-23,Pune,45,M,Referral
1648,2025-03-20,Chennai,64,F,Paid Ads
1649,2025-07-08,Pune,45,M,Paid Ads
1650,2024-03-15,Delhi,51,F,Organic
1651,2025-05-30,Ahmedabad,23,M,Email
1652,2025-02-28,Hyderabad,47,M,Paid Ads
1653,2024-07-12,Chennai,37,M,Organic
1654,2025-07-25,Pune,19,F,Referral
1655,2025-11-09,Delhi,64,M,Social Media
1656,2025-09-13,Mumbai,64,F,Paid Ads
1657,2025-11-14,Ahmedabad,52,F,Paid Ads
1658,2025-08-23,Bangalore,31,F,Email
1659,2025-06-10,Ahmedabad,58,F,Referral
1660,2024-10-17,Pune,39,F,Organic
1661,2026-02-09,Delhi,35,F,Email
1662,2026-02-11,Jaipur,50,M,Email
1663,2025-07-24,Bangalore,54,F,Referral
1664,2026-03-17,Delhi,52,M,Paid Ads
1665,2025-02-18,Hyderabad,40,M,Referral
1666,2024-05-08,Pune,45,F,Referral
1667,2025-10-21,Delhi,63,M,Organic
1668,2024-05-02,Pune,39,M,Social Media
1669,2025-10-30,Kolkata,42,M,Paid Ads
1670,2024-10-07,Delhi,40,M,Paid Ads
1671,2026-04-27,Pune,47,F,Social Media
1672,2025-04-01,Mumbai,32,F,Organic
1673,2025-05-13,Bangalore,40,F,Paid Ads
1674,2024-06-08,Bangalore,41,M,Email
1675,2024-05-04,Delhi,59,F,Paid Ads
1676,2025-05-24,Chennai,44,M,Organic
1677,2025-04-04,Kolkata,62,F,Paid Ads
1678,2025-04-21,Hyderabad,57,F,Referral
1679,2025-11-23,Chennai,40,M,Paid Ads
1680,2025-10-23,Mumbai,45,F,Referral
1681,2024-09-15,Jaipur,42,F,Paid Ads
1682,2025-11-20,Bangalore,28,M,Organic
1683,2025-06-30,Pune,62,M,Paid Ads
1684,2025-11-25,Kolkata,20,M,Organic
1685,2024-03-06,Hyderabad,41,F,Organic
1686,2025-07-01,Chennai,41,M,Paid Ads
1687,2025-11-06,Mumbai,53,M,Organic
1688,2025-03-02,Bangalore,60,F,Referral
1689,2024-03-30,Delhi,46,F,Email
1690,2024-04-26,Delhi,33,F,Organic
1691,2025-09-23,Kolkata,59,F,Organic
1692,2025-07-18,Ahmedabad,61,F,Email
1693,2026-03-08,Delhi,42,F,Referral
1694,2024-09-05,Bangalore,23,F,Referral
1695,2024-02-18,Kolkata,56,F,Email
1696,2024-08-09,Bangalore,35,F,Organic
1697,2025-11-11,Mumbai,26,F,Referral
1698,2024-02-24,Ahmedabad,57,F,Referral
1699,2024-07-15,Hyderabad,21,M,Organic
1700,2024-04-14,Hyderabad,22,M,Paid Ads
1701,2025-01-01,Bangalore,35,M,Social Media
1702,2025-07-23,Delhi,21,F,Social Media
1703,2025-07-16,Patna,48,F,Organic
1704,2025-08-17,Jaipur,63,M,Organic
1705,2024-02-20,Patna,28,M,Organic
1706,2024-08-26,Kolkata,30,F,Organic
1707,2025-11-29,Patna,54,F,Organic
1708,2025-07-30,Jaipur,24,M,Paid Ads
1709,2025-07-31,Ahmedabad,40,F,Referral
1710,2025-11-20,Delhi,38,F,Social Media
1711,2024-04-29,Mumbai,22,M,Email
1712,2024-08-01,Delhi,37,F,Paid Ads
1713,2026-04-02,Bangalore,19,M,Social Media
1714,2025-07-24,Chennai,45,M,Organic
1715,2025-09-10,Bangalore,52,M,Paid Ads
1716,2025-05-03,Kolkata,22,M,Organic
1717,2025-03-08,Kolkata,36,M,Paid Ads
1718,2025-01-22,Bangalore,41,F,Email
1719,2024-06-25,Pune,61,M,Social Media
1720,2024-02-10,Delhi,36,F,Social Media
1721,2024-10-16,Patna,36,F,Email
1722,2026-02-14,Patna,57,F,Email
1723,2026-03-15,Hyderabad,33,F,Email
1724,2025-08-24,Mumbai,62,F,Social Media
1725,2026-05-22,Delhi,51,F,Organic
1726,2024-07-01,Bangalore,35,M,Social Media
1727,2025-02-10,Jaipur,42,M,Organic
1728,2025-02-08,Delhi,28,M,Paid Ads
1729,2025-11-24,Hyderabad,51,F,Organic
1730,2024-11-29,Kolkata,31,F,Paid Ads
1731,2025-03-19,Kolkata,56,F,Email
1732,2026-02-02,Jaipur,37,F,Organic
1733,2024-11-06,Mumbai,24,M,Organic
1734,2024-07-09,Hyderabad,25,F,Referral
1735,2024-07-29,Bangalore,20,F,Organic
1736,2024-04-25,Mumbai,44,F,Social Media
1737,2025-12-03,Pune,24,M,Paid Ads
1738,2024-09-25,Mumbai,28,F,Referral
1739,2025-11-22,Hyderabad,53,F,Referral
1740,2024-05-16,Mumbai,34,F,Paid Ads
1741,2025-05-11,Hyderabad,49,F,Social Media
1742,2025-06-23,Hyderabad,52,F,Email
1743,2024-04-10,Delhi,48,M,Organic
1744,2026-05-04,Bangalore,40,F,Referral
1745,2026-04-22,Ahmedabad,32,F,Organic
1746,2025-03-27,Hyderabad,53,F,Organic
1747,2025-04-10,Jaipur,64,M,Social Media
1748,2024-09-01,Chennai,57,F,Paid Ads
1749,2024-09-27,Chennai,47,F,Social Media
1750,2025-07-15,Ahmedabad,51,F,Paid Ads
1751,2026-03-01,Mumbai,46,M,Paid Ads
1752,2024-12-14,Delhi,46,F,Organic
1753,2024-07-07,Patna,42,F,Organic
1754,2024-11-08,Bangalore,19,M,Organic
1755,2024-08-03,Bangalore,47,M,Paid Ads
1756,2025-01-02,Chennai,39,M,Organic
1757,2026-02-06,Chennai,60,M,Paid Ads
1758,2024-02-10,Ahmedabad,19,M,Social Media
1759,2025-07-14,Pune,47,M,Referral
1760,2026-05-10,Hyderabad,22,F,Organic
1761,2025-07-27,Ahmedabad,58,F,Referral
1762,2025-12-27,Delhi,59,M,Organic
1763,2026-05-06,Chennai,53,F,Paid Ads
1764,2024-07-20,Ahmedabad,51,F,Organic
1765,2024-05-13,Bangalore,63,F,Social Media
1766,2024-04-12,Jaipur,50,F,Email
1767,2025-04-25,Pune,35,M,Organic
1768,2025-09-10,Hyderabad,50,M,Email
1769,2026-01-13,Hyderabad,53,M,Social Media
1770,2026-03-27,Kolkata,51,M,Organic
1771,2025-09-30,Bangalore,30,M,Organic
1772,2025-09-28,Chennai,54,M,Referral
1773,2024-04-24,Chennai,34,F,Social Media
1774,2024-07-13,Kolkata,47,M,Email
1775,2025-05-07,Mumbai,20,F,Email
1776,2024-04-25,Bangalore,24,M,Email
1777,2025-11-30,Jaipur,18,M,Social Media
1778,2025-12-24,Chennai,60,F,Organic
1779,2026-03-14,Jaipur,26,F,Organic
1780,2025-06-19,Hyderabad,23,F,Paid Ads
1781,2024-07-18,Kolkata,55,F,Social Media
1782,2026-05-06,Ahmedabad,41,F,Paid Ads
1783,2024-10-09,Chennai,39,F,Referral
1784,2024-07-19,Hyderabad,52,F,Paid Ads
1785,2025-11-03,Jaipur,28,M,Social Media
1786,2026-02-20,Mumbai,58,F,Paid Ads
1787,2024-03-27,Patna,47,F,Organic
1788,2024-07-11,Hyderabad,34,M,Paid Ads
1789,2026-03-15,Ahmedabad,32,M,Email
1790,2024-08-25,Pune,36,F,Paid Ads
1791,2025-04-17,Pune,18,F,Email
1792,2024-09-12,Hyderabad,54,F,Organic
1793,2024-09-08,Chennai,38,M,Social Media
1794,2025-05-16,Patna,57,M,Organic
1795,2024-12-16,Mumbai,53,F,Social Media
1796,2025-06-21,Pune,40,M,Social Media
1797,2026-03-17,Mumbai,61,F,Organic
1798,2025-03-17,Hyderabad,21,F,Email
1799,2024-05-02,Kolkata,49,F,Referral
1800,2025-01-24,Kolkata,34,M,Paid Ads
