customer_id,signup_date,city,age,gender,acquisition_channel,total_orders,total_spend,avg_order_value,last_order_date,first_order_date,discount_orders,recency_days,tenure_days,discount_rate,order_frequency,category_diversity,preferred_payment,churned
996,2024-12-26,Mumbai,25,F,Referral,3.0,4172.48,1390.8266666666666,2025-02-25,2024-12-30,0.0,400.0,57.0,0.0,1.5517241379310345,5.0,UPI,1
997,2025-12-17,Delhi,45,F,Social Media,0.0,0.0,0.0,,,,105.0,,0.0,0.0,0.0,None,0
998,2025-01-29,Ahmedabad,45,F,Email,26.0,70437.86,2709.1484615384616,2026-02-11,2025-02-02,6.0,49.0,374.0,0.23076923076923078,2.08,8.0,UPI,0
999,2025-12-14,Ahmedabad,53,M,Organic,8.0,11759.29,1469.91125,2026-03-31,2026-02-05,4.0,1.0,54.0,0.5,4.363636363636363,7.0,UPI,0
1000,2025-01-31,Chennai,30,F,Organic,23.0,71866.02,3124.6095652173913,2025-12-31,2025-03-11,4.0,91.0,295.0,0.17391304347826086,2.331081081081081,8.0,UPI,1
1001,2024-01-15,Patna,27,F,Paid Ads,5.0,8884.7,1776.94,2024-03-01,2024-01-20,1.0,761.0,41.0,0.2,3.571428571428571,5.0,Card,1
1002,2025-12-23,Bangalore,27,M,Organic,4.0,14247.050000000001,3561.7625000000003,2026-02-22,2026-01-30,1.0,38.0,23.0,0.25,5.0,5.0,UPI,0
1003,2025-03-22,Jaipur,41,M,Email,13.0,22279.64,1713.8184615384614,2026-03-07,2025-03-25,2.0,25.0,347.0,0.15384615384615385,1.120689655172414,8.0,Card,0
1005,2024-09-02,Patna,64,M,Paid Ads,2.0,3666.2200000000003,1833.1100000000001,2024-10-27,2024-09-17,1.0,521.0,40.0,0.5,1.4634146341463414,4.0,Card,1
1006,2024-04-24,Chennai,41,M,Email,0.0,0.0,0.0,,,,707.0,,0.0,0.0,0.0,None,1
1007,2025-11-17,Delhi,43,F,Referral,0.0,0.0,0.0,,,,135.0,,0.0,0.0,0.0,None,1
1008,2025-06-20,Pune,45,F,Organic,12.0,21008.510000000002,1750.7091666666668,2026-03-21,2025-08-01,7.0,11.0,232.0,0.5833333333333334,1.5450643776824033,8.0,UPI,1
1009,2025-04-09,Delhi,45,M,Social Media,4.0,7562.13,1890.5325,2025-10-29,2025-04-14,2.0,154.0,198.0,0.5,0.6030150753768845,5.0,Card,1
1010,2025-10-21,Mumbai,59,M,Email,5.0,6942.360000000001,1388.4720000000002,2026-03-10,2025-12-13,0.0,22.0,87.0,0.0,1.7045454545454546,6.0,Wallet,0
1011,2025-01-23,Kolkata,51,F,Organic,0.0,0.0,0.0,,,,433.0,,0.0,0.0,0.0,None,1
1012,2025-12-10,Ahmedabad,49,M,Organic,7.0,13958.869999999999,1994.1242857142856,2026-03-17,2025-12-11,2.0,15.0,96.0,0.2857142857142857,2.1649484536082473,7.0,UPI,0
1013,2025-04-14,Hyderabad,24,F,Paid Ads,1.0,883.58,883.58,2025-09-30,2025-09-30,1.0,183.0,0.0,1.0,30.0,1.0,COD,1
1014,2024-11-05,Hyderabad,33,M,Referral,8.0,14104.64,1763.08,2025-07-20,2024-11-15,4.0,255.0,247.0,0.5,0.967741935483871,8.0,Card,1
1015,2025-08-20,Delhi,30,M,Social Media,6.0,5933.29,988.8816666666667,2026-03-25,2025-11-04,2.0,7.0,141.0,0.3333333333333333,1.267605633802817,8.0,Card,0
1016,2026-01-20,Patna,26,M,Paid Ads,1.0,681.09,681.09,2026-03-01,2026-03-01,0.0,31.0,0.0,0.0,30.0,1.0,Card,1
1017,2024-06-14,Bangalore,40,F,Email,1.0,1134.07,1134.07,2024-06-27,2024-06-27,0.0,643.0,0.0,0.0,30.0,4.0,UPI,1
1018,2025-01-03,Bangalore,39,M,Organic,4.0,4421.18,1105.295,2025-06-21,2025-01-27,3.0,284.0,145.0,0.75,0.821917808219178,5.0,UPI,1
1019,2025-08-15,Kolkata,46,F,Organic,0.0,0.0,0.0,,,,229.0,,0.0,0.0,0.0,None,1
1020,2025-07-11,Bangalore,45,F,Paid Ads,9.0,15195.04,1688.3377777777778,2026-03-27,2025-09-25,4.0,5.0,183.0,0.4444444444444444,1.4673913043478262,8.0,Card,0
1021,2025-04-04,Mumbai,61,M,Organic,24.0,77099.34,3212.4725,2026-03-13,2025-04-05,5.0,19.0,342.0,0.20833333333333334,2.099125364431487,8.0,Card,0
1022,2025-04-03,Hyderabad,26,M,Organic,0.0,0.0,0.0,,,,363.0,,0.0,0.0,0.0,None,1
1023,2024-02-04,Pune,37,F,Paid Ads,0.0,0.0,0.0,,,,787.0,,0.0,0.0,0.0,None,1
1024,2025-09-06,Ahmedabad,45,F,Email,0.0,0.0,0.0,,,,207.0,,0.0,0.0,0.0,None,1
1025,2025-03-02,Bangalore,43,F,Organic,7.0,9940.34,1420.0485714285714,2025-11-12,2025-03-18,4.0,140.0,239.0,0.5714285714285714,0.875,7.0,Card,1
1026,2024-01-13,Hyderabad,43,M,Email,12.0,16082.8,1340.2333333333333,2024-08-14,2024-01-14,5.0,595.0,213.0,0.4166666666666667,1.6822429906542056,8.0,UPI,1
1028,2024-03-17,Bangalore,57,F,Social Media,0.0,0.0,0.0,,,,745.0,,0.0,0.0,0.0,None,1
1029,2026-02-10,Hyderabad,28,M,Organic,4.0,6634.3,1658.575,2026-03-12,2026-02-12,4.0,20.0,28.0,1.0,4.137931034482759,6.0,Card,0
1030,2025-03-20,Mumbai,55,F,Organic,0.0,0.0,0.0,,,,377.0,,0.0,0.0,0.0,None,1
1031,2024-12-23,Hyderabad,64,M,Organic,1.0,1235.68,1235.68,2025-02-05,2025-02-05,0.0,420.0,0.0,0.0,30.0,3.0,UPI,1
1032,2025-07-01,Bangalore,43,F,Organic,1.0,727.47,727.47,2025-07-23,2025-07-23,0.0,252.0,0.0,0.0,30.0,1.0,COD,1
1033,2024-12-06,Kolkata,58,F,Paid Ads,37.0,117662.37,3180.064054054054,2026-03-26,2025-02-17,12.0,6.0,402.0,0.32432432432432434,2.7543424317617866,8.0,Card,0
1034,2024-10-22,Delhi,55,F,Paid Ads,8.0,10542.91,1317.86375,2025-04-05,2024-10-25,3.0,361.0,162.0,0.375,1.4723926380368098,8.0,UPI,1
1035,2025-01-24,Delhi,38,M,Social Media,3.0,5346.25,1782.0833333333333,2025-04-29,2025-02-02,3.0,337.0,86.0,1.0,1.0344827586206897,6.0,Wallet,1
1036,2024-07-31,Bangalore,39,F,Email,3.0,2996.0299999999997,998.6766666666666,2024-08-24,2024-08-15,2.0,585.0,9.0,0.6666666666666666,9.0,6.0,UPI,1
1037,2024-05-30,Pune,63,M,Paid Ads,0.0,0.0,0.0,,,,671.0,,0.0,0.0,0.0,None,1
1038,2024-03-02,Mumbai,47,F,Social Media,4.0,13029.25,3257.3125,2024-06-16,2024-04-08,4.0,654.0,69.0,1.0,1.7142857142857142,6.0,UPI,1
1039,2025-04-24,Kolkata,62,M,Organic,11.0,18509.04,1682.64,2025-12-17,2025-05-17,2.0,105.0,214.0,0.18181818181818182,1.5348837209302326,8.0,Card,1
1040,2025-11-15,Ahmedabad,28,F,Email,0.0,0.0,0.0,,,,137.0,,0.0,0.0,0.0,None,1
1041,2024-02-21,Pune,45,F,Referral,0.0,0.0,0.0,,,,770.0,,0.0,0.0,0.0,None,1
1042,2025-07-20,Jaipur,21,M,Social Media,6.0,8527.37,1421.2283333333335,2025-12-20,2025-07-27,1.0,102.0,146.0,0.16666666666666666,1.2244897959183672,8.0,Card,0
1043,2024-07-23,Hyderabad,43,F,Paid Ads,0.0,0.0,0.0,,,,617.0,,0.0,0.0,0.0,None,1
1044,2024-05-20,Chennai,54,M,Paid Ads,10.0,15285.97,1528.597,2025-03-02,2024-06-29,4.0,395.0,246.0,0.4,1.214574898785425,6.0,UPI,1
1045,2025-04-03,Delhi,55,F,Referral,0.0,0.0,0.0,,,,363.0,,0.0,0.0,0.0,None,1
1046,2025-05-22,Hyderabad,21,M,Email,0.0,0.0,0.0,,,,314.0,,0.0,0.0,0.0,None,1
1047,2025-10-07,Kolkata,51,F,Referral,2.0,2114.56,1057.28,2025-11-11,2025-10-19,0.0,141.0,23.0,0.0,2.5,4.0,UPI,1
1048,2024-09-29,Delhi,33,F,Social Media,2.0,3282.46,1641.23,2024-11-28,2024-10-06,1.0,489.0,53.0,0.5,1.1111111111111112,3.0,Card,1
1049,2024-11-07,Pune,30,M,Social Media,2.0,1595.06,797.53,2025-04-26,2024-12-22,0.0,340.0,125.0,0.0,0.47619047619047616,4.0,UPI,1
1050,2024-07-24,Chennai,53,M,Organic,4.0,4465.85,1116.4625,2024-12-05,2024-07-28,0.0,482.0,130.0,0.0,0.916030534351145,6.0,UPI,1
1052,2025-07-22,Ahmedabad,39,F,Social Media,0.0,0.0,0.0,,,,253.0,,0.0,0.0,0.0,None,1
1054,2026-02-18,Patna,45,M,Organic,2.0,3653.49,1826.745,2026-03-09,2026-02-20,1.0,23.0,17.0,0.5,3.333333333333333,5.0,UPI,0
1055,2025-02-27,Chennai,41,M,Email,0.0,0.0,0.0,,,,398.0,,0.0,0.0,0.0,None,1
1056,2024-09-12,Patna,25,F,Email,3.0,4198.91,1399.6366666666665,2024-12-15,2024-10-27,0.0,472.0,49.0,0.0,1.7999999999999998,3.0,UPI,1
1057,2025-02-03,Patna,44,F,Organic,11.0,16890.760000000002,1535.5236363636366,2026-02-16,2025-02-05,2.0,44.0,376.0,0.18181818181818182,0.8753315649867375,8.0,Card,0
1058,2026-01-18,Delhi,30,M,Organic,2.0,4269.0599999999995,2134.5299999999997,2026-03-03,2026-02-03,0.0,29.0,28.0,0.0,2.0689655172413794,5.0,COD,0
1059,2025-04-03,Mumbai,44,M,Social Media,0.0,0.0,0.0,,,,363.0,,0.0,0.0,0.0,None,1
1060,2025-06-10,Jaipur,42,M,Email,6.0,9843.97,1640.6616666666666,2025-11-02,2025-07-05,3.0,150.0,120.0,0.5,1.487603305785124,8.0,Card,1
1061,2024-06-27,Bangalore,37,F,Organic,15.0,25539.03,1702.6019999999999,2025-04-28,2024-08-05,4.0,338.0,266.0,0.26666666666666666,1.6853932584269662,8.0,UPI,1
1062,2025-12-28,Patna,52,F,Social Media,10.0,33948.39,3394.839,2026-03-30,2026-01-01,1.0,2.0,88.0,0.1,3.3707865168539324,8.0,Wallet,0
1063,2024-04-26,Delhi,31,M,Referral,2.0,1776.1100000000001,888.0550000000001,2024-06-11,2024-06-02,2.0,659.0,9.0,1.0,6.0,3.0,UPI,1
1064,2024-08-06,Jaipur,46,F,Referral,0.0,0.0,0.0,,,,603.0,,0.0,0.0,0.0,None,1
1065,2024-12-16,Delhi,21,F,Email,16.0,26207.76,1637.985,2025-11-08,2024-12-18,7.0,144.0,325.0,0.4375,1.4723926380368098,8.0,Card,1
1066,2025-09-09,Mumbai,43,F,Social Media,0.0,0.0,0.0,,,,204.0,,0.0,0.0,0.0,None,1
1068,2025-07-22,Ahmedabad,22,M,Organic,0.0,0.0,0.0,,,,253.0,,0.0,0.0,0.0,None,1
1069,2024-05-20,Patna,51,F,Referral,4.0,6559.99,1639.9975,2024-08-31,2024-05-21,1.0,578.0,102.0,0.25,1.1650485436893203,4.0,UPI,1
1070,2025-09-04,Hyderabad,21,M,Referral,0.0,0.0,0.0,,,,209.0,,0.0,0.0,0.0,None,1
1071,2024-01-22,Kolkata,38,F,Paid Ads,8.0,15212.17,1901.52125,2024-08-24,2024-01-26,2.0,585.0,211.0,0.25,1.1320754716981132,7.0,UPI,1
1072,2025-02-14,Mumbai,36,M,Organic,1.0,414.6,414.6,2025-02-22,2025-02-22,0.0,403.0,0.0,0.0,30.0,1.0,UPI,1
1074,2024-07-10,Mumbai,31,F,Email,18.0,26677.19,1482.066111111111,2025-09-28,2024-07-26,7.0,185.0,429.0,0.3888888888888889,1.255813953488372,8.0,Card,1
1075,2025-12-07,Pune,32,M,Paid Ads,6.0,8447.99,1407.9983333333332,2026-04-01,2025-12-20,1.0,0.0,102.0,0.16666666666666666,1.7475728155339807,6.0,UPI,0
1076,2025-07-26,Patna,25,M,Organic,4.0,5560.79,1390.1975,2025-09-30,2025-07-30,1.0,183.0,62.0,0.25,1.9047619047619047,5.0,Card,1
1077,2025-02-11,Delhi,56,F,Organic,8.0,13218.54,1652.3175,2025-07-22,2025-02-20,1.0,253.0,152.0,0.125,1.5686274509803921,6.0,UPI,1
1078,2025-08-14,Mumbai,44,F,Organic,4.0,3355.14,838.785,2025-12-17,2025-08-31,0.0,105.0,108.0,0.0,1.1009174311926606,7.0,Card,1
1079,2025-07-31,Kolkata,54,M,Paid Ads,0.0,0.0,0.0,,,,244.0,,0.0,0.0,0.0,None,1
1080,2024-06-17,Bangalore,44,F,Email,0.0,0.0,0.0,,,,653.0,,0.0,0.0,0.0,None,1
1081,2024-12-29,Pune,51,F,Email,12.0,18780.79,1565.0658333333333,2025-08-06,2025-01-02,7.0,238.0,216.0,0.5833333333333334,1.6589861751152075,8.0,Card,1
1082,2026-01-02,Ahmedabad,21,F,Organic,7.0,11003.74,1571.962857142857,2026-03-20,2026-01-23,4.0,12.0,56.0,0.5714285714285714,3.6842105263157894,8.0,Card,0
1083,2024-02-08,Kolkata,40,M,Organic,0.0,0.0,0.0,,,,783.0,,0.0,0.0,0.0,None,1
1085,2025-05-24,Pune,58,M,Organic,16.0,25993.71,1624.606875,2026-01-31,2025-06-11,7.0,60.0,234.0,0.4375,2.0425531914893615,8.0,UPI,0
1086,2024-12-09,Bangalore,23,F,Organic,17.0,24898.73,1464.6311764705881,2026-03-30,2025-01-01,4.0,2.0,453.0,0.23529411764705882,1.1233480176211454,8.0,UPI,0
1087,2024-04-08,Patna,24,M,Organic,0.0,0.0,0.0,,,,723.0,,0.0,0.0,0.0,None,1
1088,2025-12-22,Chennai,37,M,Organic,9.0,27014.52,3001.6133333333332,2026-03-18,2025-12-28,2.0,14.0,80.0,0.2222222222222222,3.333333333333333,8.0,UPI,0
1089,2025-04-14,Mumbai,64,F,Organic,17.0,61734.380000000005,3631.434117647059,2025-10-01,2025-04-21,4.0,182.0,163.0,0.23529411764705882,3.1097560975609753,8.0,UPI,1
1090,2025-09-26,Ahmedabad,53,F,Email,3.0,4512.96,1504.32,2026-03-02,2025-10-01,1.0,30.0,152.0,0.3333333333333333,0.5882352941176471,5.0,Card,0
1091,2024-06-30,Patna,40,F,Referral,0.0,0.0,0.0,,,,640.0,,0.0,0.0,0.0,None,1
1092,2024-08-05,Chennai,54,M,Email,0.0,0.0,0.0,,,,604.0,,0.0,0.0,0.0,None,1
1093,2024-03-11,Ahmedabad,31,F,Organic,2.0,2195.04,1097.52,2024-09-04,2024-06-04,1.0,574.0,92.0,0.5,0.6451612903225807,2.0,COD,1
1094,2024-02-27,Bangalore,64,F,Email,1.0,1326.02,1326.02,2024-03-16,2024-03-16,0.0,746.0,0.0,0.0,30.0,2.0,UPI,1
1095,2025-04-17,Chennai,39,M,Paid Ads,0.0,0.0,0.0,,,,349.0,,0.0,0.0,0.0,None,1
1096,2026-02-04,Mumbai,33,F,Organic,2.0,2138.3900000000003,1069.1950000000002,2026-02-26,2026-02-23,0.0,34.0,3.0,0.0,15.0,4.0,UPI,0
1097,2024-06-29,Jaipur,27,M,Organic,2.0,3982.0,1991.0,2024-08-02,2024-07-06,1.0,607.0,27.0,0.5,2.142857142857143,3.0,COD,1
1098,2024-05-30,Chennai,26,M,Organic,16.0,22639.010000000002,1414.9381250000001,2025-08-13,2024-06-21,6.0,231.0,418.0,0.375,1.1455847255369929,8.0,Card,1
1099,2024-12-30,Delhi,39,M,Organic,0.0,0.0,0.0,,,,457.0,,0.0,0.0,0.0,None,1
1101,2024-07-29,Ahmedabad,55,M,Email,0.0,0.0,0.0,,,,611.0,,0.0,0.0,0.0,None,1
1102,2025-08-26,Chennai,53,M,Social Media,0.0,0.0,0.0,,,,218.0,,0.0,0.0,0.0,None,1
1103,2025-12-05,Kolkata,19,F,Referral,6.0,10018.83,1669.805,2026-03-01,2025-12-11,2.0,31.0,80.0,0.3333333333333333,2.2222222222222223,7.0,Card,0
1104,2025-07-30,Chennai,23,M,Social Media,2.0,2268.86,1134.43,2026-03-28,2025-10-01,0.0,4.0,178.0,0.0,0.335195530726257,2.0,Card,0
1106,2025-10-13,Patna,51,F,Email,4.0,7716.629999999999,1929.1574999999998,2026-01-30,2025-12-08,0.0,61.0,53.0,0.0,2.2222222222222223,6.0,Card,0
1107,2024-08-28,Chennai,30,F,Organic,7.0,11019.25,1574.1785714285713,2025-03-14,2024-08-31,3.0,383.0,195.0,0.42857142857142855,1.0714285714285714,7.0,Card,1
1108,2025-10-06,Jaipur,20,F,Organic,4.0,3153.09,788.2725,2026-03-16,2025-10-23,1.0,16.0,144.0,0.25,0.8275862068965517,7.0,Wallet,0
1109,2024-06-02,Chennai,64,F,Paid Ads,0.0,0.0,0.0,,,,668.0,,0.0,0.0,0.0,None,1
1110,2026-01-30,Bangalore,34,M,Paid Ads,1.0,2345.02,2345.02,2026-02-17,2026-02-17,0.0,43.0,0.0,0.0,30.0,3.0,COD,0
1111,2025-09-25,Kolkata,49,F,Paid Ads,6.0,10360.0,1726.6666666666667,2026-02-19,2025-11-04,0.0,41.0,107.0,0.0,1.6666666666666665,6.0,UPI,1
1112,2025-03-10,Hyderabad,36,M,Email,0.0,0.0,0.0,,,,387.0,,0.0,0.0,0.0,None,1
1113,2024-02-20,Patna,31,M,Email,41.0,64135.87,1564.289512195122,2026-03-02,2024-02-28,14.0,30.0,733.0,0.34146341463414637,1.67574931880109,8.0,Card,1
1114,2025-07-29,Kolkata,21,F,Referral,1.0,1367.65,1367.65,2025-08-11,2025-08-11,0.0,233.0,0.0,0.0,30.0,3.0,Card,1
1115,2024-12-03,Mumbai,23,F,Paid Ads,7.0,10325.86,1475.1228571428571,2025-06-28,2024-12-07,0.0,277.0,203.0,0.0,1.0294117647058825,8.0,Wallet,1
1116,2025-11-19,Kolkata,36,F,Paid Ads,1.0,1455.04,1455.04,2026-01-05,2026-01-05,1.0,86.0,0.0,1.0,30.0,2.0,COD,1
1117,2025-11-21,Kolkata,33,F,Social Media,3.0,5625.98,1875.3266666666666,2026-01-13,2025-11-27,1.0,78.0,47.0,0.3333333333333333,1.875,6.0,UPI,1
1118,2025-01-01,Bangalore,52,F,Social Media,0.0,0.0,0.0,,,,455.0,,0.0,0.0,0.0,None,1
1119,2025-07-17,Kolkata,60,M,Social Media,9.0,11759.7,1306.6333333333334,2026-02-06,2025-07-19,2.0,54.0,202.0,0.2222222222222222,1.3300492610837438,8.0,Card,1
1120,2024-06-03,Patna,21,F,Referral,6.0,9776.630000000001,1629.4383333333335,2024-12-23,2024-06-03,2.0,464.0,203.0,0.3333333333333333,0.8823529411764706,7.0,Wallet,1
1121,2025-07-24,Chennai,39,M,Referral,6.0,10988.32,1831.3866666666665,2026-01-15,2025-08-03,0.0,76.0,165.0,0.0,1.0843373493975903,7.0,COD,0
1123,2025-07-11,Ahmedabad,33,M,Social Media,0.0,0.0,0.0,,,,264.0,,0.0,0.0,0.0,None,1
1124,2024-04-04,Patna,33,F,Organic,2.0,1645.96,822.98,2024-05-18,2024-04-06,1.0,683.0,42.0,0.5,1.3953488372093024,3.0,Wallet,1
1125,2025-09-10,Kolkata,29,M,Organic,8.0,13466.55,1683.31875,2026-03-22,2025-09-17,5.0,10.0,186.0,0.625,1.2834224598930482,7.0,UPI,0
1126,2025-03-04,Kolkata,44,M,Paid Ads,9.0,14354.18,1594.908888888889,2026-04-01,2025-03-19,1.0,0.0,378.0,0.1111111111111111,0.7124010554089709,7.0,UPI,0
1127,2024-10-21,Hyderabad,22,M,Email,0.0,0.0,0.0,,,,527.0,,0.0,0.0,0.0,None,1
1128,2024-07-08,Pune,50,M,Organic,20.0,31279.43,1563.9715,2026-03-18,2024-08-17,7.0,14.0,578.0,0.35,1.0362694300518134,8.0,UPI,0
1129,2025-12-07,Ahmedabad,36,F,Referral,5.0,7961.11,1592.222,2026-02-08,2026-01-10,1.0,52.0,29.0,0.2,5.0,5.0,Card,0
1130,2024-05-22,Delhi,47,M,Paid Ads,45.0,136271.68,3028.2595555555554,2026-01-05,2024-05-30,13.0,86.0,585.0,0.28888888888888886,2.3037542662116044,8.0,UPI,1
1131,2024-11-25,Mumbai,30,F,Email,0.0,0.0,0.0,,,,492.0,,0.0,0.0,0.0,None,1
1132,2024-02-03,Kolkata,40,M,Organic,2.0,1931.8899999999999,965.9449999999999,2024-03-16,2024-02-03,1.0,746.0,42.0,0.5,1.3953488372093024,4.0,COD,1
1133,2024-03-19,Delhi,46,M,Organic,29.0,45030.37,1552.7713793103449,2026-03-21,2024-04-03,8.0,11.0,717.0,0.27586206896551724,1.2116991643454038,8.0,Card,0
1134,2025-06-02,Jaipur,35,M,Social Media,8.0,13057.07,1632.13375,2026-03-29,2025-07-12,2.0,3.0,260.0,0.25,0.9195402298850575,8.0,Card,0
1135,2025-01-13,Ahmedabad,25,M,Organic,0.0,0.0,0.0,,,,443.0,,0.0,0.0,0.0,None,1
1136,2024-07-14,Pune,34,F,Organic,14.0,22538.01,1609.857857142857,2025-07-03,2024-07-31,6.0,272.0,337.0,0.42857142857142855,1.2426035502958581,8.0,Card,1
1138,2024-11-14,Chennai,43,M,Referral,3.0,3071.83,1023.9433333333333,2025-08-27,2024-12-08,1.0,217.0,262.0,0.3333333333333333,0.3422053231939164,3.0,UPI,1
1139,2024-04-16,Ahmedabad,29,M,Organic,0.0,0.0,0.0,,,,715.0,,0.0,0.0,0.0,None,1
1141,2024-11-17,Kolkata,41,M,Referral,12.0,18109.34,1509.1116666666667,2026-03-28,2024-12-01,3.0,4.0,482.0,0.25,0.7453416149068323,8.0,Card,0
1142,2024-12-01,Patna,60,F,Referral,2.0,2603.1,1301.55,2025-02-02,2024-12-19,1.0,423.0,45.0,0.5,1.3043478260869565,2.0,UPI,1
1143,2024-12-27,Hyderabad,64,F,Social Media,1.0,815.11,815.11,2025-02-14,2025-02-14,0.0,411.0,0.0,0.0,30.0,2.0,Card,1
1144,2025-05-25,Ahmedabad,37,F,Referral,14.0,20689.75,1477.8392857142858,2026-03-30,2025-05-30,3.0,2.0,304.0,0.21428571428571427,1.3770491803278688,8.0,UPI,0
1145,2024-08-17,Hyderabad,64,F,Referral,0.0,0.0,0.0,,,,592.0,,0.0,0.0,0.0,None,1
1146,2024-01-05,Pune,39,F,Social Media,1.0,946.46,946.46,2024-01-30,2024-01-30,1.0,792.0,0.0,1.0,30.0,2.0,UPI,1
1147,2025-03-06,Ahmedabad,27,M,Paid Ads,17.0,24567.29,1445.134705882353,2025-12-27,2025-03-11,4.0,95.0,291.0,0.23529411764705882,1.7465753424657533,8.0,UPI,1
1148,2024-08-12,Ahmedabad,23,F,Paid Ads,1.0,721.04,721.04,2024-09-02,2024-09-02,1.0,576.0,0.0,1.0,30.0,3.0,UPI,1
1149,2024-07-20,Chennai,19,F,Social Media,13.0,24016.79,1847.4453846153847,2025-06-21,2024-07-21,5.0,284.0,335.0,0.38461538461538464,1.1607142857142858,8.0,UPI,1
1151,2025-01-24,Mumbai,39,M,Social Media,3.0,2830.95,943.65,2025-06-20,2025-03-27,2.0,285.0,85.0,0.6666666666666666,1.0465116279069768,4.0,UPI,1
1152,2024-09-28,Bangalore,39,M,Referral,4.0,14323.460000000001,3580.8650000000002,2024-10-14,2024-10-05,2.0,534.0,9.0,0.5,12.0,5.0,UPI,1
1153,2024-06-19,Hyderabad,62,F,Paid Ads,2.0,2496.24,1248.12,2024-08-15,2024-07-31,0.0,594.0,15.0,0.0,3.75,2.0,Card,1
1154,2024-02-10,Hyderabad,21,M,Social Media,43.0,128436.0,2986.8837209302324,2026-03-28,2024-03-05,13.0,4.0,753.0,0.3023255813953488,1.7108753315649867,8.0,UPI,1
1155,2024-07-23,Chennai,36,F,Social Media,0.0,0.0,0.0,,,,617.0,,0.0,0.0,0.0,None,1
1156,2024-01-24,Chennai,62,F,Referral,15.0,22208.02,1480.5346666666667,2025-05-07,2024-04-06,6.0,329.0,396.0,0.4,1.133501259445844,8.0,UPI,1
1157,2025-07-10,Jaipur,23,M,Social Media,4.0,3344.31,836.0775,2026-04-01,2025-09-24,3.0,0.0,189.0,0.75,0.631578947368421,5.0,UPI,1
1158,2025-01-04,Ahmedabad,44,F,Paid Ads,2.0,3771.61,1885.805,2025-02-25,2025-02-12,0.0,400.0,13.0,0.0,4.285714285714286,3.0,UPI,1
1159,2025-05-17,Hyderabad,38,F,Social Media,12.0,39111.97,3259.3308333333334,2025-08-26,2025-05-23,3.0,218.0,95.0,0.25,3.75,8.0,Card,1
1160,2024-01-25,Ahmedabad,32,F,Email,26.0,42224.88,1624.033846153846,2025-12-17,2024-04-20,7.0,105.0,606.0,0.2692307692307692,1.28500823723229,8.0,Card,0
1161,2024-09-27,Bangalore,44,F,Organic,5.0,8122.65,1624.53,2025-08-07,2024-12-29,1.0,237.0,221.0,0.2,0.6756756756756757,7.0,UPI,1
1162,2025-02-16,Bangalore,34,M,Paid Ads,0.0,0.0,0.0,,,,409.0,,0.0,0.0,0.0,None,1
1163,2024-03-22,Patna,37,F,Organic,0.0,0.0,0.0,,,,740.0,,0.0,0.0,0.0,None,1
1164,2024-07-15,Bangalore,40,M,Organic,0.0,0.0,0.0,,,,625.0,,0.0,0.0,0.0,None,1
1165,2025-10-15,Patna,50,M,Organic,0.0,0.0,0.0,,,,168.0,,0.0,0.0,0.0,None,1
1166,2026-03-28,Delhi,51,M,Organic,0.0,0.0,0.0,,,,4.0,,0.0,0.0,0.0,None,0
1167,2024-06-25,Mumbai,20,F,Organic,1.0,1611.35,1611.35,2024-06-29,2024-06-29,0.0,641.0,0.0,0.0,30.0,1.0,Wallet,1
1168,2024-04-08,Bangalore,33,M,Organic,1.0,1051.83,1051.83,2024-05-27,2024-05-27,0.0,674.0,0.0,0.0,30.0,4.0,Card,1
1169,2026-01-09,Delhi,27,M,Social Media,0.0,0.0,0.0,,,,82.0,,0.0,0.0,0.0,None,1
1170,2025-11-27,Mumbai,53,M,Social Media,7.0,11891.3,1698.7571428571428,2026-03-16,2025-12-04,2.0,16.0,102.0,0.2857142857142857,2.0388349514563107,5.0,Card,0
1171,2025-07-16,Patna,63,F,Paid Ads,7.0,10670.61,1524.3728571428571,2026-03-28,2025-10-18,4.0,4.0,161.0,0.5714285714285714,1.2962962962962963,7.0,UPI,0
1172,2026-03-08,Pune,44,M,Paid Ads,0.0,0.0,0.0,,,,24.0,,0.0,0.0,0.0,None,0
1173,2024-06-18,Jaipur,59,F,Paid Ads,33.0,101908.14,3088.1254545454544,2025-06-10,2024-07-06,15.0,295.0,339.0,0.45454545454545453,2.911764705882353,8.0,UPI,1
1174,2025-12-03,Ahmedabad,60,M,Paid Ads,2.0,3053.43,1526.715,2026-03-15,2026-03-12,1.0,17.0,3.0,0.5,15.0,3.0,Card,0
1175,2026-02-21,Mumbai,45,F,Social Media,1.0,1124.0,1124.0,2026-03-15,2026-03-15,1.0,17.0,0.0,1.0,30.0,4.0,Wallet,0
1176,2024-12-10,Mumbai,35,M,Email,1.0,1600.67,1600.67,2025-01-04,2025-01-04,1.0,452.0,0.0,1.0,30.0,1.0,Card,1
1177,2024-03-08,Patna,60,F,Referral,3.0,6748.0199999999995,2249.3399999999997,2024-05-27,2024-04-11,0.0,674.0,46.0,0.0,1.9148936170212765,5.0,Card,1
1178,2026-03-21,Patna,57,F,Paid Ads,1.0,870.45,870.45,2026-03-29,2026-03-29,0.0,3.0,0.0,0.0,30.0,4.0,Card,0
1179,2025-04-13,Mumbai,54,F,Email,1.0,862.85,862.85,2025-06-24,2025-06-24,1.0,281.0,0.0,1.0,30.0,3.0,Card,1
